datetime;Rs;u2;Tmax;Tmin;RH;pr;ETo
2001-09-11;19.7;1.4;20.5;9.5;67.1;0.0;3.0
2001-09-12;13.5;1.1;19.3;12.1;69.7;0.0;2.4
2001-09-13;9.8;0.9;16.7;13.0;93.6;3.0;1.5
2001-09-14;17.5;1.1;20.9;10.1;79.4;0.0;2.6
2001-09-15;18.0;4.5;14.7;3.9;74.9;0.0;2.6
2001-09-16;14.7;1.8;17.2;9.0;77.0;0.0;2.3
2001-09-17;20.4;1.4;17.5;2.5;70.8;0.0;2.7
2001-09-18;20.7;1.2;22.5;7.1;65.6;0.0;3.3
2001-09-19;13.2;1.4;25.0;12.2;71.1;0.0;2.8
2001-09-20;20.8;0.9;31.0;13.3;67.2;0.0;3.9
2001-09-21;10.7;1.9;26.4;11.0;72.7;0.0;2.8
2001-09-22;19.6;1.5;28.1;15.4;70.4;0.0;3.9
2001-09-23;14.5;2.4;26.4;14.9;78.4;0.0;3.2
2001-09-24;10.3;2.5;24.9;15.4;81.3;0.0;2.5
2001-09-25;8.8;1.9;21.9;15.3;86.7;2.1;1.9
2001-09-26;9.6;2.6;17.7;12.5;89.5;16.3;1.7
2001-09-27;9.8;2.3;20.9;10.5;86.2;0.0;2.0
2001-09-28;10.2;3.1;21.3;13.6;85.6;0.0;2.2
2001-09-29;14.2;3.4;23.3;13.6;88.3;22.9;2.6
2001-09-30;8.6;2.5;24.1;13.8;88.2;79.1;2.0
2001-10-01;13.3;2.9;20.5;13.5;80.9;25.2;2.6
2001-10-02;12.6;2.6;18.9;13.0;92.0;7.5;2.0
2001-10-03;13.1;1.8;19.9;13.4;88.7;0.0;2.2
2001-10-04;11.7;1.2;21.9;13.9;87.0;1.9;2.2
2001-10-05;18.0;1.7;23.5;13.0;84.4;0.0;3.1
2001-10-06;13.9;1.4;23.3;12.7;80.1;0.0;2.7
2001-10-07;9.0;3.0;19.9;12.7;90.4;3.6;1.8
2001-10-08;13.0;3.7;19.1;12.6;85.2;8.8;2.3
2001-10-09;15.6;3.8;16.1;13.9;81.4;0.0;2.6
2001-10-10;24.0;1.2;25.5;12.8;74.1;0.0;4.1
2001-10-11;24.7;1.7;25.9;14.8;75.4;0.0;4.4
2001-10-12;23.3;1.8;24.5;15.3;75.3;0.0;4.1
2001-10-13;20.5;1.7;25.2;11.9;78.9;0.0;3.7
2001-10-14;13.5;2.2;24.1;13.1;80.9;0.0;2.8
2001-10-15;10.0;2.7;21.6;15.1;92.2;7.3;1.9
2001-10-16;13.2;2.8;24.4;14.1;87.4;40.1;2.7
2001-10-17;18.6;1.6;26.2;16.2;86.1;1.5;3.4
2001-10-18;20.2;1.1;26.4;15.4;79.4;0.0;3.7
2001-10-19;23.1;1.3;28.3;16.9;78.4;0.0;4.4
2001-10-20;20.7;0.8;28.7;16.4;77.8;0.0;4.0
2001-10-21;21.2;1.8;25.9;15.0;78.8;1.5;4.0
2001-10-22;26.2;1.9;22.6;8.8;65.9;0.0;4.4
2001-10-23;26.6;1.6;24.0;11.9;69.2;0.0;4.5
2001-10-24;24.2;1.6;28.4;14.8;63.2;0.0;4.9
2001-10-25;25.2;1.7;29.2;14.5;66.3;0.0;5.1
2001-10-26;12.6;1.9;25.1;16.1;79.4;7.7;2.9
2001-10-27;10.7;1.7;24.2;16.3;82.6;3.8;2.4
2001-10-28;10.8;2.0;21.1;15.1;87.6;10.9;2.2
2001-10-29;10.0;1.0;22.1;16.5;95.6;11.9;1.9
2001-10-30;23.5;1.6;24.1;14.5;83.1;0.0;4.0
2001-10-31;27.1;1.2;24.1;13.9;75.4;0.0;4.6
2001-11-01;27.4;1.0;24.9;14.8;75.4;4.7;4.7
2001-11-02;23.6;2.0;22.7;12.3;74.9;0.0;4.1
2001-11-03;26.6;2.4;24.6;11.4;67.9;0.0;4.9
2001-11-04;26.3;2.0;26.2;11.9;72.3;0.0;4.8
2001-11-05;27.4;1.9;29.9;14.3;72.3;0.0;5.4
2001-11-06;22.5;1.9;31.3;17.4;75.9;0.0;4.9
2001-11-07;11.0;1.8;20.8;16.4;92.9;17.8;2.0
2001-11-08;19.0;2.1;23.2;15.9;83.0;9.4;3.5
2001-11-09;18.2;2.1;25.3;13.9;80.5;0.0;3.6
2001-11-10;10.9;2.1;22.5;18.8;94.9;15.8;2.1
2001-11-11;27.1;1.3;26.5;13.5;71.2;50.6;4.9
2001-11-12;28.8;1.0;28.5;13.4;64.6;0.0;5.3
2001-11-13;18.3;1.9;27.5;17.3;84.2;0.0;3.7
2001-11-14;14.2;1.2;24.5;16.9;85.8;0.0;2.8
2001-11-15;28.5;1.4;25.9;16.4;73.7;0.0;5.1
2001-11-16;27.1;1.2;24.4;13.4;71.5;0.0;4.7
2001-11-17;29.3;1.4;26.1;10.0;70.5;0.0;5.1
2001-11-18;28.6;1.4;30.1;13.8;63.3;0.0;5.7
2001-11-19;22.6;1.3;30.3;16.8;66.5;0.0;4.9
2001-11-20;28.9;1.6;33.5;17.3;66.2;0.0;6.3
2001-11-21;12.2;1.6;26.3;17.5;87.9;2.3;2.6
2001-11-22;27.2;1.2;30.5;19.3;76.1;9.3;5.4
2001-11-23;29.2;2.3;33.6;19.5;74.7;1.2;6.4
2001-11-24;10.7;1.2;24.9;17.6;86.2;3.1;2.4
2001-11-25;12.2;4.0;18.3;9.0;85.2;1.1;2.3
2001-11-26;15.4;1.7;21.8;12.9;90.8;4.1;2.7
2001-11-27;19.4;1.8;25.9;13.6;81.0;0.0;3.8
2001-11-28;18.7;1.4;25.4;15.3;71.4;0.0;3.8
2001-11-29;26.6;2.1;23.9;11.4;69.8;0.0;4.8
2001-11-30;12.1;1.7;18.7;12.1;84.6;17.7;2.3
2001-12-01;24.2;1.3;24.9;13.5;78.8;4.4;4.3
2001-12-02;26.0;1.0;25.9;15.7;70.9;0.0;4.8
2001-12-03;10.4;2.0;20.2;14.7;85.3;0.5;2.2
2001-12-04;12.3;1.9;24.2;15.3;88.0;0.2;2.6
2001-12-05;17.0;1.7;24.8;16.9;89.2;0.4;3.2
2001-12-06;23.8;1.9;26.3;16.0;84.2;2.9;4.4
2001-12-07;28.5;1.0;29.0;16.0;72.5;0.0;5.4
2001-12-08;22.3;2.1;24.6;13.7;71.5;0.0;4.4
2001-12-09;31.1;1.8;22.3;8.0;65.6;0.0;5.0
2001-12-10;29.6;1.9;25.9;10.7;71.8;0.0;5.2
2001-12-11;26.5;1.6;27.9;14.1;71.6;0.0;5.1
2001-12-12;23.3;1.5;31.0;17.3;75.3;0.0;5.0
2001-12-13;21.4;1.5;28.9;20.0;79.4;3.0;4.5
2001-12-14;23.0;2.6;27.6;18.2;77.2;0.9;4.8
2001-12-15;23.5;2.9;25.8;15.4;73.5;0.0;4.8
2001-12-16;27.0;1.5;26.1;14.1;75.7;0.0;4.9
2001-12-17;30.9;1.1;28.8;14.5;66.2;0.0;5.8
2001-12-18;31.1;1.6;29.3;15.6;67.8;0.0;6.0
2001-12-19;24.6;1.1;32.4;16.9;70.1;0.0;5.2
2001-12-20;18.4;1.1;31.6;19.8;73.2;5.6;4.2
2001-12-21;10.2;1.8;22.2;17.8;91.8;12.9;2.1
2001-12-22;23.0;2.4;25.0;14.7;76.0;10.7;4.4
2001-12-23;31.3;1.8;26.0;13.8;66.0;0.9;5.7
2001-12-24;30.5;2.5;27.5;15.1;65.6;0.0;6.0
2001-12-25;31.2;2.1;28.8;13.3;67.6;0.0;6.1
2001-12-26;30.6;1.7;30.1;15.2;67.6;0.0;6.1
2001-12-27;28.8;1.6;31.5;17.3;65.5;0.0;6.1
2001-12-28;29.7;2.0;32.2;20.0;62.0;0.0;6.7
2001-12-29;27.9;2.0;30.9;18.2;72.6;0.0;5.9
2001-12-30;27.2;1.8;32.7;19.4;73.6;0.0;5.9
2001-12-31;22.1;1.7;29.0;18.6;76.8;9.4;4.7
2002-01-01;28.0;2.0;29.5;17.0;71.4;6.6;5.7
2002-01-02;29.8;2.1;28.8;18.4;69.8;0.0;6.0
2002-01-03;29.3;1.3;28.8;17.7;69.6;0.0;5.7
2002-01-04;28.2;1.9;27.9;17.3;68.9;0.0;5.6
2002-01-05;12.8;2.0;26.5;18.6;84.9;0.4;2.9
2002-01-06;23.4;1.7;26.1;16.7;81.1;5.5;4.4
2002-01-07;28.7;1.5;27.9;13.8;64.5;0.3;5.5
2002-01-08;28.8;1.3;30.0;16.6;65.2;0.0;5.8
2002-01-09;30.8;2.7;29.0;16.5;68.0;0.0;6.3
2002-01-10;29.8;3.3;32.1;17.8;68.8;0.0;6.8
2002-01-11;24.5;1.9;31.9;17.8;70.8;0.0;5.5
2002-01-12;26.7;1.6;32.6;19.6;64.1;0.0;6.0
2002-01-13;28.7;1.3;34.0;20.3;60.2;0.0;6.4
2002-01-14;12.5;2.3;27.3;17.8;82.7;3.0;3.0
2002-01-15;30.8;3.6;24.1;11.0;61.8;8.2;5.8
2002-01-16;28.2;2.5;25.7;12.1;66.8;0.0;5.3
2002-01-17;29.5;2.3;26.9;13.5;65.5;0.0;5.7
2002-01-18;29.7;2.4;27.2;13.7;63.6;0.0;5.8
2002-01-19;30.3;1.8;31.0;13.5;63.6;0.0;6.2
2002-01-20;21.8;1.4;36.0;18.7;59.5;0.0;5.5
2002-01-21;17.0;1.2;31.0;19.2;74.4;6.7;4.0
2002-01-22;25.9;1.1;33.8;20.3;70.0;2.0;5.6
2002-01-23;17.4;1.1;31.2;20.9;73.9;1.3;4.0
2002-01-24;14.8;1.5;29.2;19.5;81.8;10.8;3.4
2002-01-25;25.5;1.4;31.5;20.0;78.1;19.3;5.3
2002-01-26;11.4;1.7;25.8;19.0;85.8;1.3;2.6
2002-01-27;19.7;1.6;29.5;19.8;81.2;0.0;4.2
2002-01-28;29.4;1.4;31.3;18.1;66.1;0.7;6.0
2002-01-29;29.9;1.2;33.7;21.5;56.2;0.0;6.5
2002-01-30;26.5;1.9;33.3;19.3;68.7;0.0;6.0
2002-01-31;15.3;2.4;29.3;19.5;82.8;33.9;3.6
2002-02-01;29.6;2.1;28.1;17.6;61.5;11.0;6.0
2002-02-02;29.5;2.2;25.4;13.2;65.8;0.0;5.4
2002-02-03;29.6;1.8;25.5;13.1;70.7;0.0;5.2
2002-02-04;29.3;1.2;28.3;13.7;64.1;0.0;5.4
2002-02-05;19.2;1.5;28.3;16.7;74.2;0.0;4.1
2002-02-06;17.9;1.9;26.0;17.6;82.9;2.8;3.6
2002-02-07;20.9;2.0;26.8;17.1;80.1;4.5;4.1
2002-02-08;18.5;1.3;25.9;17.0;81.5;0.5;3.6
2002-02-09;14.1;1.1;24.5;16.5;85.6;0.9;2.8
2002-02-10;22.6;1.5;27.5;17.6;80.4;2.7;4.3
2002-02-11;22.8;0.9;29.2;19.2;73.1;0.1;4.5
2002-02-12;10.0;1.5;24.1;18.8;87.3;1.2;2.2
2002-02-13;24.6;1.2;29.4;17.6;79.1;3.5;4.8
2002-02-14;25.9;1.1;31.5;18.1;70.2;0.0;5.2
2002-02-15;21.4;1.2;31.6;20.0;75.9;7.6;4.6
2002-02-16;24.0;2.4;26.9;16.4;73.6;2.8;4.7
2002-02-17;26.3;2.6;26.5;15.4;72.6;0.0;5.0
2002-02-18;21.9;2.5;26.9;15.4;76.1;0.0;4.4
2002-02-19;18.5;2.6;28.8;17.9;81.6;2.0;4.0
2002-02-20;15.7;2.0;26.1;20.3;85.4;13.5;3.2
2002-02-21;22.0;1.0;29.0;20.8;80.9;3.3;4.4
2002-02-22;23.7;1.5;29.0;18.4;76.1;0.0;4.7
2002-02-23;24.0;1.6;28.9;18.3;68.1;0.0;4.9
2002-02-24;26.3;2.7;23.9;11.4;68.9;0.0;4.7
2002-02-25;24.5;1.6;32.0;13.8;66.8;0.0;5.2
2002-02-26;24.1;1.6;34.6;18.3;61.6;0.0;5.6
2002-02-27;24.7;2.2;35.2;20.5;59.6;0.0;6.3
2002-02-28;20.8;2.6;33.7;23.2;68.6;4.5;5.5
2002-03-01;18.6;3.0;28.7;17.0;78.7;43.6;4.1
2002-03-02;22.4;2.5;26.9;12.5;75.1;0.1;4.4
2002-03-03;22.8;1.6;31.5;16.0;74.6;0.0;4.7
2002-03-04;20.8;1.9;34.1;20.8;77.4;2.4;4.8
2002-03-05;6.9;1.3;23.1;20.7;94.9;19.0;1.5
2002-03-06;15.2;1.5;28.2;19.2;86.7;0.1;3.1
2002-03-07;16.8;1.8;28.9;21.4;84.8;0.1;3.5
2002-03-08;15.5;2.1;31.4;23.5;81.2;0.0;3.7
2002-03-09;24.2;1.9;33.8;22.8;70.7;0.1;5.5
2002-03-10;22.6;1.7;34.6;23.8;69.9;0.0;5.3
2002-03-11;7.4;1.8;29.9;20.1;92.0;10.6;1.9
2002-03-12;11.1;1.9;27.2;20.2;89.2;47.1;2.4
2002-03-13;14.7;1.7;28.6;21.8;86.7;0.6;3.1
2002-03-14;21.2;1.5;32.8;21.0;80.2;6.0;4.5
2002-03-15;22.9;2.4;33.1;22.9;74.5;0.0;5.2
2002-03-16;22.4;2.5;33.5;24.3;71.4;0.0;5.4
2002-03-17;12.5;1.9;33.1;19.1;85.8;3.3;3.1
2002-03-18;10.3;1.8;25.4;19.1;90.2;39.5;2.1
2002-03-19;6.7;1.6;23.6;20.8;94.5;90.4;1.5
2002-03-20;12.4;2.0;24.9;17.9;87.3;15.4;2.5
2002-03-21;20.3;1.6;25.1;13.2;79.8;0.1;3.5
2002-03-22;19.9;1.5;28.1;16.3;80.1;0.0;3.7
2002-03-23;7.4;0.9;23.9;20.4;88.1;0.3;1.7
2002-03-24;18.3;1.1;30.6;19.1;81.4;1.1;3.6
2002-03-25;16.2;1.4;29.3;19.9;85.9;2.4;3.2
2002-03-26;10.9;2.2;26.1;18.3;87.9;14.6;2.3
2002-03-27;12.6;3.5;22.7;16.8;88.3;2.1;2.3
2002-03-28;10.1;2.7;24.5;17.8;89.3;0.4;2.1
2002-03-29;15.1;2.9;30.3;21.2;81.2;0.4;3.6
2002-03-30;7.1;2.2;25.6;19.0;89.5;10.9;1.8
2002-03-31;12.1;2.0;22.6;13.5;88.6;19.4;2.1
2002-04-01;19.7;1.5;18.0;8.1;78.8;0.0;2.7
2002-04-02;20.4;0.9;21.7;8.5;69.6;0.1;3.0
2002-04-03;20.3;1.3;22.5;10.8;68.5;0.0;3.2
2002-04-04;19.3;1.8;25.4;11.3;74.6;0.0;3.4
2002-04-05;13.7;1.5;26.3;16.4;84.3;0.2;2.6
2002-04-06;16.7;1.7;28.5;17.2;83.2;0.0;3.2
2002-04-07;13.9;1.8;26.8;19.4;82.3;13.1;2.8
2002-04-08;7.0;1.4;23.1;18.5;89.1;27.8;1.6
2002-04-09;17.6;0.9;29.8;19.8;82.4;4.3;3.3
2002-04-10;5.8;1.4;23.1;19.7;92.6;1.7;1.3
2002-04-11;5.0;1.4;20.0;18.1;96.6;11.4;1.0
2002-04-12;8.4;2.9;20.0;14.3;90.4;21.3;1.6
2002-04-13;10.0;3.1;20.4;11.4;85.4;0.1;1.9
2002-04-14;6.9;2.3;21.3;15.2;89.9;0.0;1.5
2002-04-15;6.4;1.6;19.9;16.9;94.0;7.3;1.2
2002-04-16;6.2;1.9;22.8;18.8;92.7;14.0;1.3
2002-04-17;11.9;2.6;22.3;15.9;86.3;34.7;2.1
2002-04-18;17.2;2.0;21.5;11.7;82.2;0.1;2.5
2002-04-19;13.2;1.9;23.5;12.2;88.1;0.1;2.2
2002-04-20;12.6;1.9;21.6;11.8;76.1;33.0;2.3
2002-04-21;15.9;2.0;15.8;5.6;69.7;1.1;2.2
2002-04-22;5.9;2.2;15.1;10.9;88.4;4.6;1.2
2002-04-23;7.5;2.0;18.6;14.0;87.9;22.0;1.4
2002-04-24;6.8;1.6;20.2;17.3;95.0;104.6;1.2
2002-04-25;8.5;2.2;20.5;15.9;89.2;63.3;1.6
2002-04-26;8.2;1.3;21.4;15.1;88.9;0.1;1.5
2002-04-27;16.9;1.9;17.5;5.7;73.5;0.0;2.2
2002-04-28;15.3;1.1;21.8;8.1;81.1;0.1;2.1
2002-04-29;4.6;1.4;18.6;14.8;94.7;4.4;1.0
2002-04-30;5.5;1.5;16.8;12.7;93.3;6.5;1.0
2002-05-01;14.9;1.4;20.7;10.6;82.6;0.2;2.1
2002-05-02;11.4;1.1;20.9;11.1;84.2;0.0;1.7
2002-05-03;14.9;1.0;23.5;13.8;82.5;0.0;2.2
2002-05-04;15.0;0.8;23.4;12.8;77.2;0.0;2.1
2002-05-05;8.0;1.5;21.0;13.1;85.8;0.0;1.5
2002-05-06;12.5;2.1;20.9;10.2;85.2;0.1;1.9
2002-05-07;6.5;1.6;20.6;11.8;91.4;0.1;1.2
2002-05-08;10.0;1.4;21.8;15.1;89.8;0.1;1.6
2002-05-09;12.4;2.0;20.3;12.0;86.4;0.0;1.8
2002-05-10;12.3;1.3;23.5;12.3;88.4;0.1;1.8
2002-05-11;13.2;1.2;26.6;15.3;84.9;0.1;2.1
2002-05-12;13.5;1.9;29.1;18.9;78.6;0.0;2.7
2002-05-13;12.8;2.0;28.5;17.5;77.3;0.0;2.6
2002-05-14;12.9;2.3;30.1;18.0;70.4;0.0;3.1
2002-05-15;5.2;3.0;23.8;17.2;89.9;13.2;1.4
2002-05-16;6.8;1.6;18.5;14.0;91.6;5.8;1.1
2002-05-17;6.0;1.8;19.6;13.8;92.4;0.1;1.1
2002-05-18;4.1;1.3;18.2;15.1;94.6;3.2;0.8
2002-05-19;7.6;2.0;15.6;11.0;88.0;14.0;1.2
2002-05-20;4.9;2.8;12.4;10.1;87.2;0.1;1.0
2002-05-21;12.1;1.8;17.5;9.4;84.4;0.5;1.5
2002-05-22;11.7;1.6;17.6;6.7;85.1;0.0;1.4
2002-05-23;12.7;1.5;21.0;11.2;84.3;0.1;1.7
2002-05-24;13.1;1.4;22.0;11.3;79.6;0.0;1.8
2002-05-25;10.7;2.4;22.4;11.5;80.6;0.1;1.9
2002-05-26;9.8;2.9;22.4;13.2;77.1;0.0;2.1
2002-05-27;4.4;3.5;19.8;15.9;80.9;0.4;1.7
2002-05-28;6.4;2.6;22.4;14.4;85.4;13.8;1.5
2002-05-29;4.6;2.0;18.6;14.3;93.8;82.1;0.9
2002-05-30;4.7;2.1;15.3;12.7;95.0;17.5;0.8
2002-05-31;4.8;1.5;17.0;12.9;91.9;0.9;0.9
2002-06-01;5.6;1.9;18.2;13.3;91.4;0.0;1.0
2002-06-02;5.0;1.6;19.4;14.9;93.4;9.1;0.9
2002-06-03;5.6;2.0;25.5;16.9;87.9;36.2;1.4
2002-06-04;8.6;2.7;27.7;17.9;76.4;0.0;2.4
2002-06-05;8.8;3.9;24.8;16.9;79.6;1.7;2.3
2002-06-06;9.8;3.3;16.9;9.0;78.9;20.4;1.7
2002-06-07;7.2;3.8;14.1;8.9;86.8;10.2;1.2
2002-06-08;5.9;1.9;17.0;9.0;89.4;3.0;1.0
2002-06-09;3.9;1.4;17.7;10.9;91.8;0.0;0.8
2002-06-10;12.3;1.5;13.9;3.3;81.9;0.0;1.2
2002-06-11;10.6;2.6;11.2;3.5;80.2;0.0;1.2
2002-06-12;11.9;2.1;10.2;0.3;80.1;0.0;1.1
2002-06-13;11.7;1.2;13.8;1.6;77.8;0.0;1.2
2002-06-14;12.1;1.2;14.5;3.0;71.9;0.0;1.3
2002-06-15;11.8;1.8;14.0;2.3;84.8;0.0;1.2
2002-06-16;4.4;1.2;14.1;5.5;92.8;0.1;0.7
2002-06-17;4.2;0.9;14.3;11.3;96.9;22.6;0.7
2002-06-18;10.1;1.6;16.2;7.8;83.1;32.7;1.2
2002-06-19;12.3;1.1;19.2;6.9;76.1;0.0;1.4
2002-06-20;8.2;1.4;19.9;7.8;84.6;0.0;1.2
2002-06-21;7.2;2.6;11.4;3.5;83.2;0.0;1.1
2002-06-22;11.3;1.9;8.8;-0.3;81.0;0.0;1.0
2002-06-23;10.3;0.9;9.9;0.9;82.1;0.1;0.9
2002-06-24;11.0;0.9;12.2;1.1;79.2;0.0;1.0
2002-06-25;11.8;1.2;11.1;0.1;83.6;0.0;1.0
2002-06-26;11.7;1.2;14.3;2.3;83.7;0.1;1.1
2002-06-27;8.6;1.8;22.4;7.2;79.8;0.1;1.6
2002-06-28;9.1;2.3;25.0;12.3;73.4;0.0;2.2
2002-06-29;7.6;1.6;25.0;17.0;78.0;0.0;1.7
2002-06-30;3.6;2.9;17.1;9.9;93.2;0.0;0.9
2002-07-01;3.1;3.1;10.0;5.9;94.4;5.2;0.6
2002-07-02;4.7;2.2;17.6;7.5;92.1;31.2;0.9
2002-07-03;5.1;1.0;20.3;15.2;90.6;0.1;1.0
2002-07-04;5.6;1.1;22.6;15.3;90.3;0.1;1.1
2002-07-05;4.5;0.7;18.5;15.3;92.4;3.9;0.8
2002-07-06;4.7;0.9;16.5;10.3;97.9;13.3;0.7
2002-07-07;5.8;2.2;11.1;5.3;91.4;24.0;0.8
2002-07-08;9.4;1.6;12.1;3.9;83.4;0.9;1.0
2002-07-09;8.3;1.2;11.5;4.7;85.2;0.0;0.9
2002-07-10;10.7;0.9;12.4;2.4;80.7;0.0;1.0
2002-07-11;7.9;0.7;12.4;1.9;80.4;0.0;0.9
2002-07-12;10.1;1.0;15.5;4.3;74.4;0.0;1.2
2002-07-13;12.5;1.7;17.3;6.4;75.2;0.0;1.6
2002-07-14;12.8;2.0;18.6;7.1;75.8;0.0;1.8
2002-07-15;12.8;0.9;20.2;9.9;70.7;0.0;1.6
2002-07-16;12.4;1.1;20.7;9.4;74.5;0.0;1.6
2002-07-17;8.6;3.2;15.1;6.8;82.8;0.0;1.4
2002-07-18;11.9;2.0;17.1;6.2;85.6;0.0;1.4
2002-07-19;11.7;1.3;21.7;10.0;79.1;0.0;1.7
2002-07-20;6.1;1.7;18.3;11.1;86.9;0.0;1.2
2002-07-21;3.7;2.7;17.5;14.0;93.8;14.4;0.8
2002-07-22;4.9;2.1;16.7;8.8;90.5;46.6;1.0
2002-07-23;11.5;1.3;18.5;6.6;86.2;7.1;1.4
2002-07-24;9.5;2.2;25.1;12.6;83.8;0.1;1.9
2002-07-25;11.2;2.9;17.0;7.6;73.4;3.7;2.0
2002-07-26;5.1;2.5;11.0;3.9;81.7;4.6;1.1
2002-07-27;13.5;2.0;15.2;6.8;79.9;3.2;1.6
2002-07-28;11.3;1.2;14.2;5.3;72.6;0.0;1.4
2002-07-29;13.2;1.7;18.3;5.8;72.8;0.0;1.9
2002-07-30;3.7;2.0;12.9;9.1;91.1;14.6;0.8
2002-07-31;5.2;1.9;15.1;7.8;92.9;14.5;0.9
2002-08-01;9.5;2.8;9.0;4.2;80.3;0.1;1.2
2002-08-02;4.5;2.2;7.1;3.4;87.9;0.0;0.8
2002-08-03;11.5;1.3;15.7;4.9;83.9;0.0;1.4
2002-08-04;6.5;0.8;15.6;8.4;87.2;0.7;1.0
2002-08-05;9.3;1.3;15.9;8.7;86.0;0.0;1.3
2002-08-06;7.7;1.3;16.1;7.4;91.3;0.0;1.1
2002-08-07;6.8;1.6;20.9;8.0;86.2;0.0;1.4
2002-08-08;12.2;2.3;21.9;12.0;91.4;14.1;1.8
2002-08-09;14.7;2.3;19.4;9.4;74.6;29.6;2.3
2002-08-10;15.7;1.2;20.2;7.8;67.0;0.0;2.2
2002-08-11;16.0;1.0;24.3;10.7;67.4;0.0;2.4
2002-08-12;14.7;0.7;23.3;11.7;74.6;0.0;2.1
2002-08-13;11.5;0.9;20.8;11.9;83.6;0.3;1.7
2002-08-14;15.7;2.3;17.5;5.9;73.4;0.0;2.2
2002-08-15;14.7;2.7;17.6;3.9;76.9;0.0;2.2
2002-08-16;8.6;1.8;24.5;6.6;88.6;0.0;1.8
2002-08-17;10.8;1.8;26.9;11.5;81.6;0.0;2.3
2002-08-18;13.5;3.0;28.9;16.9;65.6;0.0;3.8
2002-08-19;6.0;2.5;25.8;18.3;82.2;15.9;1.9
2002-08-20;5.8;2.3;18.5;10.7;91.5;73.6;1.2
2002-08-21;15.2;1.5;19.2;8.8;78.6;14.2;2.1
2002-08-22;14.4;1.1;19.7;7.8;86.8;11.4;1.9
2002-08-23;7.4;1.5;21.4;11.8;91.1;0.2;1.4
2002-08-24;13.1;2.5;28.4;16.0;71.2;0.0;3.3
2002-08-25;16.6;2.5;32.1;18.4;69.2;0.0;4.1
2002-08-26;17.8;2.3;32.5;19.8;71.5;0.0;4.1
2002-08-27;17.8;2.5;27.2;18.4;71.8;0.0;3.7
2002-08-28;14.8;4.7;29.3;16.0;68.6;4.8;4.6
2002-08-29;8.4;2.7;20.6;11.5;90.0;29.0;1.6
2002-08-30;18.5;2.4;17.0;4.9;73.1;0.0;2.6
2002-08-31;17.3;2.6;13.2;3.0;71.2;0.0;2.2
2002-09-01;12.6;2.3;11.7;3.4;81.4;0.0;1.6
2002-09-02;18.9;1.7;14.1;0.6;74.3;0.2;2.2
2002-09-03;18.9;1.7;20.4;5.8;68.6;0.0;2.9
2002-09-04;17.4;1.6;21.6;7.8;67.0;0.0;2.9
2002-09-05;11.3;1.6;26.6;7.9;69.0;0.0;2.8
2002-09-06;5.4;2.3;19.3;8.3;93.2;5.4;1.2
2002-09-07;17.7;1.9;16.3;4.6;73.2;7.4;2.4
2002-09-08;19.6;1.8;15.9;4.1;68.2;0.0;2.6
2002-09-09;19.2;2.9;19.0;5.0;78.0;0.0;2.8
2002-09-10;8.2;2.6;19.0;9.4;86.8;0.0;1.7
2002-09-11;7.0;2.9;17.9;15.2;95.3;52.9;1.2
2002-09-12;14.4;2.1;19.8;12.2;82.6;91.5;2.4
2002-09-13;20.5;1.3;19.5;7.9;72.2;0.0;2.9
2002-09-14;20.2;1.9;19.0;6.6;70.0;0.0;3.0
2002-09-15;18.5;2.9;18.3;7.8;70.8;0.0;3.0
2002-09-16;11.4;2.7;20.2;9.1;82.8;1.4;2.2
2002-09-17;5.9;2.7;18.3;15.9;93.2;14.9;1.2
2002-09-18;6.5;1.5;18.5;14.2;92.4;11.9;1.3
2002-09-19;9.8;2.6;21.3;10.1;88.1;33.4;2.0
2002-09-20;20.1;1.9;17.4;5.8;72.9;7.2;2.9
2002-09-21;13.1;1.7;20.6;7.8;67.1;0.0;2.7
2002-09-22;19.5;2.2;21.4;9.3;65.0;0.0;3.5
2002-09-23;21.9;2.0;20.6;9.5;63.5;0.0;3.6
2002-09-24;22.9;1.2;20.7;7.4;65.4;0.0;3.4
2002-09-25;23.3;1.3;24.2;7.8;62.9;0.0;3.8
2002-09-26;22.2;1.1;25.7;14.6;61.5;0.0;3.9
2002-09-27;21.9;1.7;27.2;12.3;66.8;0.0;4.2
2002-09-28;20.8;1.2;30.1;16.1;72.2;0.0;4.1
2002-09-29;7.0;2.7;23.6;15.1;87.9;2.7;1.8
2002-09-30;7.7;2.7;19.2;14.0;89.9;21.8;1.6
2002-10-01;23.2;1.6;22.0;12.2;77.2;0.1;3.6
2002-10-02;17.0;2.7;28.1;14.4;77.5;4.9;3.8
2002-10-03;14.2;2.9;23.6;16.9;84.5;68.9;2.8
2002-10-04;15.7;1.8;26.5;14.8;83.4;0.0;3.1
2002-10-05;7.8;2.2;23.3;18.9;87.4;0.0;1.9
2002-10-06;18.9;2.9;30.1;17.1;78.2;0.0;4.3
2002-10-07;6.1;3.0;26.4;17.8;90.1;83.8;1.8
2002-10-08;6.0;1.9;21.2;17.9;93.8;35.7;1.4
2002-10-09;6.5;1.6;18.9;17.6;95.9;15.4;1.3
2002-10-10;6.9;1.8;20.0;18.0;93.9;19.8;1.4
2002-10-11;7.4;2.2;21.5;18.2;92.8;3.5;1.6
2002-10-12;22.2;1.4;27.8;17.4;85.1;5.2;4.1
2002-10-13;20.6;1.9;31.4;19.5;76.3;0.1;4.5
2002-10-14;16.9;2.5;30.9;20.9;76.9;0.0;4.1
