datetime;Rs;u2;Tmax;Tmin;RH;pr;ETo
2010-12-22;31.7;1.5;32.5;18.2;61.1;0.0;6.7
2010-12-23;29.5;1.6;34.3;17.9;65.1;0.0;6.6
2010-12-24;11.4;1.3;28.1;20.0;77.3;4.5;2.9
2010-12-25;31.4;1.4;33.0;20.1;63.6;18.8;6.7
2010-12-26;32.1;1.2;34.4;19.8;44.8;0.0;7.0
2010-12-27;32.2;1.7;32.4;19.5;47.1;0.0;7.2
2010-12-28;32.7;2.3;31.8;15.5;53.9;0.0;7.2
2010-12-29;29.3;3.1;32.0;17.8;58.9;0.0;7.1
2010-12-30;31.3;3.4;31.1;14.8;57.2;0.0;7.4
2010-12-31;25.5;2.7;32.9;16.8;60.9;0.0;6.5
2011-01-01;19.4;2.1;31.0;18.5;63.2;0.0;5.0
2011-01-02;23.8;2.9;31.6;18.9;66.3;1.7;5.9
2011-01-03;15.8;2.6;26.5;19.5;80.6;3.5;3.6
2011-01-04;21.8;1.8;31.4;19.3;76.2;5.8;4.9
2011-01-05;22.1;1.3;32.1;19.1;77.1;2.7;4.8
2011-01-06;30.5;1.4;32.9;20.2;60.8;6.3;6.6
2011-01-07;29.7;1.3;35.0;18.6;48.5;0.0;6.8
2011-01-08;25.0;1.6;36.0;22.1;65.6;3.7;6.1
2011-01-09;26.8;1.4;34.2;21.3;66.6;1.2;6.1
2011-01-10;19.1;1.7;29.4;19.3;73.2;7.7;4.3
2011-01-11;15.5;1.4;25.8;19.4;82.8;12.8;3.3
2011-01-12;20.8;1.1;27.4;17.8;79.1;18.6;4.1
2011-01-13;25.3;1.3;29.2;17.8;73.8;1.2;5.1
2011-01-14;28.7;1.1;32.3;19.4;64.1;0.0;6.0
2011-01-15;30.8;1.3;32.2;20.3;59.1;0.0;6.5
2011-01-16;29.0;2.0;34.6;20.3;60.6;0.0;6.9
2011-01-17;16.4;2.2;29.6;19.2;66.3;0.0;4.4
2011-01-18;27.8;1.9;31.8;18.5;67.6;0.0;6.1
2011-01-19;29.8;1.5;33.3;19.6;64.7;0.0;6.4
2011-01-20;27.8;3.2;31.7;19.1;60.2;0.0;6.9
2011-01-21;26.5;2.9;31.2;16.0;63.5;0.0;6.3
2011-01-22;25.8;1.7;33.0;19.3;66.4;0.0;5.8
2011-01-23;29.2;1.7;32.8;19.5;64.9;0.1;6.4
2011-01-24;28.5;1.4;34.9;19.5;61.6;0.0;6.4
2011-01-25;24.2;1.0;36.3;21.4;60.7;0.0;5.7
2011-01-26;9.0;1.5;31.0;22.3;82.1;7.3;2.6
2011-01-27;24.1;1.5;32.4;20.3;78.6;18.6;5.2
2011-01-28;13.9;1.5;29.2;23.2;80.4;0.1;3.3
2011-01-29;26.9;1.1;33.8;21.4;70.3;0.0;5.8
2011-01-30;28.3;1.5;32.7;20.2;67.5;0.0;6.1
2011-01-31;15.2;2.4;31.0;20.4;74.9;0.0;4.1
2011-02-01;22.8;2.5;30.4;19.6;65.4;0.0;5.5
2011-02-02;30.8;2.0;30.7;13.3;61.5;0.0;6.3
2011-02-03;26.0;1.8;34.0;16.2;69.1;0.0;5.9
2011-02-04;21.7;1.6;33.2;20.1;75.6;14.4;4.9
2011-02-05;18.9;1.4;31.6;22.7;81.6;3.5;4.2
2011-02-06;22.5;2.1;30.7;20.5;76.8;0.0;4.9
2011-02-07;23.3;2.3;31.4;17.6;70.4;4.8;5.3
2011-02-08;12.1;2.3;28.3;19.5;89.1;22.9;2.7
2011-02-09;13.1;2.2;23.4;19.8;89.8;8.2;2.6
2011-02-10;16.5;2.3;26.7;18.6;84.4;2.1;3.4
2011-02-11;21.0;1.7;26.7;18.2;76.9;0.2;4.2
2011-02-12;11.6;1.6;25.1;18.3;84.1;0.1;2.6
2011-02-13;24.4;1.2;29.9;17.3;75.4;0.9;4.8
2011-02-14;27.9;1.9;28.2;18.3;67.9;1.5;5.5
2011-02-15;29.2;1.8;28.1;13.4;63.3;0.0;5.6
2011-02-16;28.0;1.8;30.8;14.7;68.8;0.0;5.6
2011-02-17;26.2;1.6;32.2;19.8;71.5;0.0;5.5
2011-02-18;25.0;1.6;32.4;19.4;71.2;0.0;5.4
2011-02-19;24.6;1.6;31.5;19.5;68.9;0.0;5.3
2011-02-20;23.2;2.3;31.5;19.9;70.4;0.0;5.3
2011-02-21;15.2;1.8;30.4;19.5;78.6;0.7;3.6
2011-02-22;16.4;1.3;29.9;20.4;79.7;1.6;3.6
2011-02-23;9.0;1.6;25.2;20.2;90.1;8.6;2.0
2011-02-24;18.8;1.7;27.2;19.6;83.5;21.1;3.7
2011-02-25;15.1;1.3;27.2;17.9;82.7;0.6;3.1
2011-02-26;23.4;2.6;27.8;18.5;72.1;0.0;4.9
2011-02-27;27.7;2.1;27.2;13.7;61.9;0.0;5.3
2011-02-28;26.9;2.6;28.3;14.4;66.6;0.0;5.4
2011-03-01;24.4;2.7;27.8;15.0;69.4;0.1;5.0
2011-03-02;25.6;2.5;28.9;14.4;66.6;0.0;5.3
2011-03-03;25.6;1.6;30.3;14.3;66.8;0.0;5.1
2011-03-04;24.1;1.6;29.6;15.9;66.9;0.1;4.9
2011-03-05;24.1;1.7;30.1;15.9;66.9;0.0;4.9
2011-03-06;23.9;1.6;30.8;15.6;67.6;0.1;4.9
2011-03-07;21.3;1.2;31.0;16.1;66.6;0.0;4.4
2011-03-08;19.1;1.0;31.8;18.7;68.7;0.0;4.1
2011-03-09;17.3;1.1;32.8;19.3;68.0;0.3;4.0
2011-03-10;21.6;1.3;30.6;17.0;72.8;0.2;4.4
2011-03-11;22.4;1.3;32.0;17.9;69.2;0.0;4.6
2011-03-12;22.5;1.1;33.5;19.8;70.3;0.0;4.8
2011-03-13;19.8;2.2;27.0;16.8;60.9;0.0;4.5
2011-03-14;25.1;1.7;24.3;9.9;58.8;0.0;4.4
2011-03-15;24.3;1.7;26.5;10.9;58.2;0.0;4.5
2011-03-16;23.5;1.3;29.2;13.8;61.6;0.3;4.5
2011-03-17;10.6;1.3;28.9;16.7;81.8;5.1;2.5
2011-03-18;20.6;1.6;26.7;16.9;76.6;14.1;3.8
2011-03-19;24.2;1.2;25.8;12.5;56.9;0.0;4.2
2011-03-20;23.7;1.3;29.1;11.0;63.9;0.0;4.3
2011-03-21;20.9;1.2;31.5;14.9;67.4;0.0;4.2
2011-03-22;22.1;1.4;32.5;18.5;64.1;0.0;4.7
2011-03-23;17.2;2.1;30.3;19.4;67.2;2.5;4.2
2011-03-24;8.1;2.5;25.4;17.5;83.2;7.1;2.2
2011-03-25;6.3;2.4;20.6;17.3;87.3;2.8;1.6
2011-03-26;10.5;1.3;26.6;18.0;90.0;11.5;2.2
2011-03-27;11.0;2.5;23.5;14.9;84.3;6.0;2.3
2011-03-28;17.3;3.0;23.8;14.1;76.2;13.2;3.4
2011-03-29;17.5;2.7;24.1;12.1;74.1;0.0;3.4
2011-03-30;13.1;1.5;24.5;12.5;77.0;0.0;2.6
2011-03-31;14.3;1.0;25.4;17.5;78.4;0.0;2.7
2011-04-01;18.8;1.2;28.5;18.5;75.2;0.0;3.6
2011-04-02;19.2;1.4;27.1;16.3;74.9;0.0;3.5
2011-04-03;20.2;1.1;27.9;16.2;67.4;0.0;3.6
2011-04-04;20.2;1.8;28.8;16.4;64.1;0.0;4.1
2011-04-05;20.6;1.2;26.6;12.8;59.6;0.0;3.6
2011-04-06;20.4;1.0;27.6;14.7;52.6;0.0;3.7
2011-04-07;19.8;0.9;28.2;12.6;64.8;0.0;3.4
2011-04-08;17.7;1.7;29.8;17.8;60.0;0.0;4.0
2011-04-09;17.3;1.9;24.3;12.6;70.4;0.0;3.2
2011-04-10;17.3;1.6;26.1;12.9;71.8;0.0;3.2
2011-04-11;16.2;1.1;27.4;15.0;72.1;0.0;3.0
2011-04-12;15.2;1.2;28.1;16.5;65.8;0.0;3.1
2011-04-13;16.8;2.0;27.1;15.4;73.6;0.0;3.3
2011-04-14;8.6;1.3;24.4;18.6;85.0;21.3;1.8
2011-04-15;4.6;2.1;19.2;16.0;92.5;14.7;1.1
2011-04-16;13.8;2.9;22.4;13.1;82.8;22.7;2.5
2011-04-17;9.4;2.1;21.8;15.0;86.8;1.9;1.8
2011-04-18;18.2;1.1;22.4;9.4;66.5;2.1;2.7
2011-04-19;11.9;1.1;21.7;10.0;69.0;0.0;2.2
2011-04-20;6.1;1.4;20.6;14.5;86.0;10.3;1.4
2011-04-21;8.7;1.2;20.6;13.8;87.1;24.5;1.6
2011-04-22;11.0;1.4;26.6;14.7;88.5;3.7;2.1
2011-04-23;16.9;2.3;22.5;12.8;69.1;6.3;3.0
2011-04-24;17.8;0.8;20.1;9.3;59.9;0.0;2.3
2011-04-25;17.2;1.1;23.5;10.6;60.1;0.0;2.7
2011-04-26;17.0;1.0;23.6;12.3;66.2;0.0;2.6
2011-04-27;15.8;1.0;24.7;11.3;76.0;0.0;2.4
2011-04-28;12.3;0.9;25.1;13.4;79.4;0.1;2.1
2011-04-29;15.1;1.1;25.6;15.0;76.3;0.1;2.5
2011-04-30;8.1;1.2;22.1;16.5;85.1;0.6;1.6
2011-05-01;6.6;2.1;18.4;11.0;89.2;3.9;1.3
2011-05-02;12.3;2.6;17.4;9.9;80.2;1.6;1.9
2011-05-03;15.0;1.2;18.4;7.4;78.8;0.1;1.9
2011-05-04;16.0;1.3;19.7;9.5;76.6;0.0;2.1
2011-05-05;15.9;2.6;21.9;9.2;73.4;0.1;2.7
2011-05-06;15.4;1.3;20.7;10.7;73.4;0.0;2.2
2011-05-07;15.8;1.0;22.8;9.1;71.4;0.0;2.2
2011-05-08;12.4;1.4;24.5;14.4;75.8;0.0;2.2
2011-05-09;13.2;1.9;19.8;8.0;78.8;0.0;2.0
2011-05-10;7.2;1.6;21.5;11.2;86.6;2.1;1.4
2011-05-11;6.3;0.9;21.3;14.9;91.2;2.3;1.2
2011-05-12;13.4;1.6;22.3;14.0;80.1;0.1;2.0
2011-05-13;11.4;1.8;19.2;10.5;84.2;0.1;1.6
2011-05-14;6.7;2.1;17.7;12.0;82.8;3.0;1.4
2011-05-15;12.1;2.5;18.3;11.0;81.5;0.4;1.8
2011-05-16;11.3;1.5;18.2;7.8;81.5;0.0;1.5
2011-05-17;14.1;1.7;19.6;7.2;77.4;0.1;1.9
2011-05-18;12.3;1.1;19.2;8.1;77.9;0.0;1.6
2011-05-19;13.7;0.8;21.5;10.6;80.1;0.1;1.7
2011-05-20;14.0;1.1;22.4;10.4;76.4;0.0;1.9
2011-05-21;13.0;1.2;21.9;10.7;77.3;1.3;1.8
2011-05-22;8.0;1.8;23.4;13.8;74.9;0.5;1.9
2011-05-23;6.2;1.5;19.2;13.2;89.8;3.4;1.1
2011-05-24;3.0;1.5;17.1;11.2;94.1;7.0;0.8
2011-05-25;6.7;3.4;19.2;13.1;86.9;20.8;1.4
2011-05-26;6.2;1.2;16.3;11.5;85.0;1.2;1.1
2011-05-27;8.7;1.3;17.0;7.4;82.4;0.0;1.2
2011-05-28;13.4;1.4;17.0;6.8;78.5;0.0;1.5
2011-05-29;13.3;1.6;16.4;6.3;80.3;0.1;1.5
2011-05-30;10.4;1.0;17.1;5.9;79.2;0.1;1.3
2011-05-31;10.2;0.8;18.6;11.1;78.2;0.0;1.3
2011-06-01;11.7;0.7;17.5;9.0;81.9;0.1;1.3
2011-06-02;7.5;0.8;17.0;8.1;83.9;0.0;1.0
2011-06-03;8.8;1.1;18.0;11.0;83.1;0.3;1.2
2011-06-04;13.2;1.5;11.4;3.0;76.5;0.0;1.2
2011-06-05;12.9;0.9;13.6;1.3;74.2;0.0;1.2
2011-06-06;6.2;1.4;16.7;4.1;82.0;8.6;1.1
2011-06-07;3.3;2.0;10.4;8.1;92.4;24.6;0.7
2011-06-08;6.9;1.1;13.5;7.1;84.1;0.1;1.0
2011-06-09;11.1;0.7;16.8;6.9;84.1;0.0;1.1
2011-06-10;11.2;1.5;18.1;8.4;78.4;0.0;1.4
2011-06-11;12.6;1.8;20.7;8.3;71.6;0.0;1.9
2011-06-12;11.9;1.9;21.6;7.4;74.0;0.0;1.9
2011-06-13;12.3;1.5;17.8;7.7;75.6;0.0;1.5
2011-06-14;10.4;1.9;15.2;5.3;75.9;0.1;1.4
2011-06-15;10.8;2.0;23.1;10.3;74.5;0.0;1.9
2011-06-16;9.4;2.4;23.3;13.1;73.7;7.2;2.1
2011-06-17;7.0;1.4;21.2;15.4;85.4;12.9;1.3
2011-06-18;6.4;1.5;20.2;15.0;89.1;0.3;1.1
2011-06-19;3.8;2.6;22.7;16.6;86.8;29.7;1.3
2011-06-20;4.0;1.2;21.3;16.0;92.1;5.7;0.9
2011-06-21;3.3;2.5;16.4;13.2;89.8;18.8;0.9
2011-06-22;6.4;3.0;18.4;11.8;83.9;1.3;1.4
2011-06-23;4.0;2.5;16.9;9.6;91.0;10.2;0.9
2011-06-24;12.2;0.8;15.3;5.9;84.7;0.0;1.1
2011-06-25;9.5;1.5;13.7;5.5;83.7;0.1;1.1
2011-06-26;12.2;2.5;9.1;2.7;77.1;0.1;1.2
2011-06-27;12.9;2.4;9.7;-0.8;73.7;0.0;1.3
2011-06-28;11.5;1.8;13.4;2.1;72.1;0.0;1.4
2011-06-29;11.4;1.3;14.7;4.1;71.4;0.0;1.3
2011-06-30;9.9;1.2;15.6;5.7;84.6;0.0;1.1
2011-07-01;12.8;2.9;11.1;0.9;62.5;0.0;1.7
2011-07-02;11.1;2.5;10.1;-0.3;64.6;0.0;1.5
2011-07-03;12.3;1.7;10.6;1.1;66.8;0.0;1.3
2011-07-04;12.8;1.0;9.6;-0.9;66.2;0.0;1.1
2011-07-05;12.6;1.0;13.0;1.0;69.4;0.0;1.2
2011-07-06;12.1;0.7;14.0;2.8;69.0;0.0;1.1
2011-07-07;12.5;1.0;14.8;3.7;66.8;0.0;1.3
2011-07-08;12.1;1.3;17.5;5.1;66.3;0.0;1.6
2011-07-09;10.8;1.0;20.4;6.4;65.4;0.0;1.6
2011-07-10;5.4;1.1;16.6;11.0;78.4;0.0;1.1
2011-07-11;11.3;1.1;19.9;9.2;79.5;0.2;1.4
2011-07-12;7.0;0.9;19.5;10.4;89.4;0.1;1.1
2011-07-13;7.2;2.0;17.7;12.5;92.1;2.9;1.0
2011-07-14;3.5;1.6;15.0;12.5;94.4;22.5;0.7
2011-07-15;8.8;2.3;25.0;14.3;72.6;24.6;2.2
2011-07-16;5.8;2.8;21.3;12.4;75.2;5.3;1.9
2011-07-17;5.9;3.2;13.9;9.1;84.5;0.1;1.2
2011-07-18;4.1;2.6;13.7;11.0;87.5;0.1;1.0
2011-07-19;7.4;1.5;15.6;9.8;86.7;1.5;1.1
2011-07-20;2.5;1.7;9.8;3.2;90.5;0.5;0.7
2011-07-21;9.5;1.1;12.8;4.6;83.2;1.8;1.1
2011-07-22;11.4;0.9;13.6;4.8;83.6;0.1;1.1
2011-07-23;10.5;1.1;14.8;6.4;86.8;0.0;1.2
2011-07-24;13.8;1.1;20.5;8.1;84.3;0.1;1.6
2011-07-25;13.3;2.5;25.0;11.5;76.2;0.1;2.5
2011-07-26;14.2;2.1;20.0;9.9;68.4;9.4;2.2
2011-07-27;10.9;1.3;17.6;6.4;78.6;0.0;1.5
2011-07-28;6.5;1.9;20.4;13.0;89.4;21.7;1.3
2011-07-29;2.4;2.1;17.3;10.3;95.5;15.8;0.7
2011-07-30;10.5;3.7;10.8;5.7;83.1;18.2;1.3
2011-07-31;10.9;3.3;11.4;1.1;79.9;0.0;1.4
2011-08-01;3.1;3.7;10.2;7.3;91.4;2.3;0.8
2011-08-02;5.0;2.4;10.7;5.1;93.2;21.3;0.8
2011-08-03;13.0;2.6;12.5;4.9;80.0;0.2;1.5
2011-08-04;15.3;1.2;12.5;1.5;74.9;0.1;1.5
2011-08-05;15.6;1.3;16.2;2.4;69.2;0.0;1.8
2011-08-06;15.4;1.2;18.9;6.7;69.9;0.0;2.0
2011-08-07;13.4;1.4;21.9;9.4;69.1;0.2;2.2
2011-08-08;6.7;2.4;18.1;13.2;90.8;0.8;1.2
2011-08-09;8.8;2.7;18.3;13.8;86.2;9.2;1.6
2011-08-10;14.6;2.5;20.2;13.1;81.4;0.0;2.2
2011-08-11;15.3;1.6;24.8;11.0;81.2;0.1;2.4
2011-08-12;14.7;2.7;28.1;17.6;70.5;0.0;3.4
2011-08-13;7.1;3.1;22.5;9.6;78.0;0.0;2.2
2011-08-14;13.1;3.9;16.6;6.4;71.4;0.0;2.4
2011-08-15;5.3;1.8;17.5;10.4;88.8;0.0;1.2
2011-08-16;6.9;2.1;25.0;14.9;77.4;1.1;2.0
2011-08-17;15.0;1.9;18.0;9.7;80.4;1.0;2.1
2011-08-18;6.8;2.1;17.3;10.8;88.9;1.6;1.3
2011-08-19;5.0;2.9;16.5;6.3;86.8;8.5;1.3
2011-08-20;17.4;2.7;11.6;2.0;70.2;0.0;2.1
2011-08-21;16.6;1.2;9.8;1.4;70.2;0.1;1.7
2011-08-22;11.7;1.7;8.7;-0.5;74.2;0.0;1.4
2011-08-23;10.3;1.5;13.0;3.8;80.9;0.0;1.4
2011-08-24;12.2;1.6;18.5;9.1;82.3;0.0;1.9
2011-08-25;17.2;1.7;19.2;11.0;74.8;0.0;2.5
2011-08-26;16.8;2.4;15.8;5.8;78.4;0.0;2.2
2011-08-27;12.1;2.4;21.2;8.5;76.9;2.5;2.4
2011-08-28;16.6;1.9;20.0;10.1;77.1;19.1;2.5
2011-08-29;13.6;2.9;17.4;8.2;81.8;0.0;2.1
2011-08-30;18.4;2.3;17.8;7.2;72.8;0.0;2.6
2011-08-31;20.0;1.4;16.5;5.6;57.1;0.0;2.7
2011-09-01;20.1;1.5;14.5;3.4;68.3;0.0;2.4
2011-09-02;20.4;2.4;18.5;4.1;62.2;0.0;3.1
2011-09-03;18.1;2.2;24.2;8.0;65.1;0.0;3.5
2011-09-04;8.9;2.6;25.9;12.8;57.0;0.0;3.5
2011-09-05;14.0;2.6;20.9;7.9;69.9;19.0;2.9
2011-09-06;21.0;1.2;18.0;8.8;59.3;1.6;2.9
2011-09-07;19.8;2.6;19.2;4.4;57.4;0.0;3.4
2011-09-08;14.8;2.0;19.2;7.4;78.6;0.0;2.4
2011-09-09;19.4;1.2;21.8;10.4;78.0;0.0;2.9
2011-09-10;16.1;1.6;22.0;11.4;76.7;0.1;2.7
2011-09-11;21.8;1.6;17.4;5.4;60.7;0.0;3.0
2011-09-12;21.5;2.3;23.8;7.5;53.2;0.0;4.1
2011-09-13;20.1;2.3;19.5;9.1;56.4;0.0;3.6
2011-09-14;21.8;3.4;18.9;4.7;64.1;0.0;3.6
2011-09-15;20.4;2.2;22.4;7.5;69.6;0.0;3.4
2011-09-16;7.4;1.7;21.3;13.2;77.3;0.2;1.9
2011-09-17;4.4;1.5;19.4;16.8;91.4;36.4;1.2
2011-09-18;7.7;1.6;17.2;12.2;91.5;30.5;1.4
2011-09-19;8.8;1.4;16.4;10.2;89.8;0.8;1.5
2011-09-20;22.0;1.5;19.3;9.7;73.2;5.9;3.2
2011-09-21;23.6;0.8;21.4;8.9;62.2;0.0;3.4
2011-09-22;22.8;1.2;22.4;10.6;63.1;0.0;3.6
2011-09-23;16.6;3.3;19.4;10.2;76.8;0.0;2.9
2011-09-24;19.3;2.1;19.5;10.0;77.6;0.0;3.0
2011-09-25;23.5;1.5;22.7;9.8;75.5;0.1;3.6
2011-09-26;21.6;1.1;26.6;12.3;72.2;0.0;3.8
2011-09-27;22.2;1.6;24.5;15.0;75.7;0.0;3.8
2011-09-28;22.5;1.9;25.8;11.5;74.9;0.1;4.0
2011-09-29;21.6;1.6;31.6;15.0;65.4;0.0;4.6
2011-09-30;4.6;3.0;23.4;14.1;86.2;26.2;1.7
2011-10-01;6.9;2.0;17.2;14.1;91.1;59.0;1.4
2011-10-02;21.5;1.4;23.0;14.3;78.4;0.0;3.6
2011-10-03;24.9;2.3;16.5;7.2;69.8;0.0;3.4
2011-10-04;5.4;2.2;12.5;7.1;86.1;0.6;1.2
2011-10-05;20.4;1.1;21.6;11.2;82.7;4.0;3.2
2011-10-06;22.6;1.7;24.8;11.6;76.4;0.1;3.9
2011-10-07;13.2;2.3;26.9;13.9;79.6;3.3;3.1
2011-10-08;13.9;1.8;25.1;16.1;83.4;22.6;2.8
2011-10-09;17.6;1.5;22.5;15.9;82.2;1.1;3.1
2011-10-10;20.8;1.2;21.3;10.7;78.0;0.1;3.3
2011-10-11;24.0;1.8;21.8;11.3;77.4;0.0;3.8
2011-10-12;8.0;2.5;18.1;12.2;88.0;1.7;1.7
2011-10-13;18.1;2.0;25.6;15.8;83.8;12.1;3.4
2011-10-14;18.1;1.5;22.6;14.7;80.9;0.0;3.2
2011-10-15;15.9;1.3;21.6;12.3;75.9;0.1;2.9
2011-10-16;27.1;0.9;26.3;15.1;61.6;0.0;4.7
2011-10-17;25.2;1.8;23.0;12.5;68.8;0.0;4.3
2011-10-18;26.0;1.8;21.8;9.1;70.4;0.0;4.1
2011-10-19;25.0;1.4;23.5;10.9;68.2;0.0;4.2
2011-10-20;24.7;2.2;23.5;12.3;72.0;0.0;4.3
2011-10-21;26.1;1.7;27.4;11.4;71.8;0.0;4.8
2011-10-22;26.1;1.8;29.8;16.1;63.8;3.2;5.4
2011-10-23;11.2;1.9;22.9;17.0;81.4;0.0;2.5
2011-10-24;4.8;1.3;19.4;17.1;94.2;19.4;1.2
2011-10-25;8.9;1.7;20.0;15.4;91.9;14.8;1.7
2011-10-26;24.8;2.4;19.9;10.2;76.3;2.8;3.8
2011-10-27;29.1;1.9;20.8;7.6;66.1;0.0;4.5
2011-10-28;28.7;1.2;26.1;11.7;59.8;0.0;5.0
2011-10-29;14.5;1.6;21.5;14.1;68.2;0.0;3.1
2011-10-30;29.2;2.1;21.8;10.9;67.6;0.8;4.7
2011-10-31;27.4;2.0;19.5;7.9;69.2;0.0;4.1
2011-11-01;29.4;2.6;21.9;7.5;64.0;0.0;4.9
2011-11-02;26.8;2.1;25.3;9.4;63.9;0.0;4.9
2011-11-03;29.2;1.6;26.4;12.2;61.6;0.0;5.3
2011-11-04;28.5;1.6;29.3;12.0;59.7;0.0;5.6
2011-11-05;15.4;1.1;30.0;16.5;67.2;0.0;3.7
2011-11-06;26.0;1.4;28.8;18.0;71.4;0.0;5.1
2011-11-07;28.8;2.0;28.0;12.7;65.8;0.0;5.5
2011-11-08;28.3;1.5;29.9;13.1;62.2;5.8;5.6
2011-11-09;9.7;2.1;24.5;17.8;77.9;0.0;2.6
2011-11-10;20.1;1.9;25.3;15.4;68.6;29.0;4.2
2011-11-11;30.3;1.9;23.7;9.7;58.5;0.0;5.2
2011-11-12;29.0;2.5;25.6;11.1;58.1;0.0;5.7
2011-11-13;25.8;2.9;25.2;11.3;68.3;0.0;5.0
2011-11-14;21.6;2.9;25.2;13.0;68.2;0.0;4.6
2011-11-15;29.7;3.5;24.4;12.9;62.0;0.0;5.7
2011-11-16;30.5;1.8;27.3;11.6;56.5;0.0;5.8
2011-11-17;27.2;1.3;27.7;14.0;66.6;0.0;5.1
2011-11-18;30.0;1.5;29.6;14.4;62.9;0.0;5.9
2011-11-19;29.1;1.5;31.8;14.7;57.2;0.0;6.2
2011-11-20;7.8;1.5;24.3;17.9;76.6;1.8;2.3
2011-11-21;7.9;1.1;20.5;15.9;86.8;3.4;1.8
2011-11-22;28.6;2.9;26.3;15.7;72.4;12.4;5.4
2011-11-23;29.1;1.3;25.2;13.3;69.9;0.0;5.1
2011-11-24;31.0;1.1;27.8;14.5;64.8;0.0;5.6
2011-11-25;31.2;1.0;29.9;15.1;60.8;0.0;5.9
2011-11-26;30.1;1.0;32.5;17.4;52.6;0.0;6.1
2011-11-27;27.6;1.6;32.0;16.0;55.8;0.0;6.1
2011-11-28;26.1;1.3;35.4;19.5;63.8;0.0;6.0
2011-11-29;26.6;1.0;34.8;20.6;55.8;0.5;5.9
2011-11-30;21.7;2.3;26.8;16.0;65.8;6.0;4.8
2011-12-01;32.1;1.9;22.7;8.8;58.0;10.0;5.4
2011-12-02;31.9;1.4;25.3;10.8;57.8;0.0;5.6
2011-12-03;32.0;1.9;27.1;11.5;57.0;0.0;6.0
2011-12-04;31.1;1.9;29.4;13.8;59.9;0.0;6.2
2011-12-05;21.1;1.6;30.4;15.4;70.1;2.6;4.7
2011-12-06;21.0;0.9;30.8;18.7;72.2;2.5;4.5
2011-12-07;27.9;1.5;31.7;17.8;61.6;0.0;6.0
2011-12-08;30.6;2.5;28.1;14.4;56.6;0.0;6.4
2011-12-09;29.8;2.9;28.1;14.8;62.2;0.0;6.3
2011-12-10;31.7;2.1;29.1;15.0;60.6;0.0;6.4
2011-12-11;30.5;1.3;30.5;15.8;60.2;0.0;6.1
2011-12-12;28.0;1.7;32.2;17.4;53.4;0.0;6.4
2011-12-13;28.5;1.9;28.5;14.1;48.1;0.0;6.2
2011-12-14;19.7;1.3;23.5;14.9;73.2;0.8;3.8
2011-12-15;27.3;1.3;27.7;13.3;71.8;3.9;5.1
2011-12-16;19.6;1.7;27.3;15.2;74.2;0.5;4.1
2011-12-17;19.5;1.7;27.4;16.0;73.6;0.6;4.2
2011-12-18;25.7;1.8;30.5;14.1;57.8;0.2;5.8
2011-12-19;30.8;1.2;34.2;17.0;46.7;0.0;6.6
2011-12-20;29.8;1.9;39.5;20.9;40.5;0.0;8.1
2011-12-21;25.7;1.3;35.6;20.4;49.8;0.0;6.2
2011-12-22;6.5;2.1;27.6;19.0;72.5;0.0;2.6
2011-12-23;5.1;1.5;22.6;19.0;90.6;14.9;1.4
2011-12-24;6.8;3.7;19.8;12.1;90.9;23.3;1.6
2011-12-25;24.3;3.0;24.5;14.0;69.4;4.1;4.9
2011-12-26;25.4;1.6;27.7;12.6;71.2;0.0;4.9
2011-12-27;30.6;1.7;30.1;16.2;62.7;0.0;6.3
2011-12-28;31.3;2.8;28.7;15.3;60.1;0.0;6.6
2011-12-29;32.3;2.6;29.2;13.9;55.3;0.0;6.8
2011-12-30;27.0;1.7;30.0;15.9;59.6;0.0;5.8
2011-12-31;23.5;2.2;29.0;17.7;73.0;2.6;5.1
2012-01-01;21.2;3.5;27.9;15.7;70.4;3.1;5.0
2012-01-02;31.6;1.9;29.5;15.2;64.5;0.0;6.3
2012-01-03;30.9;1.6;34.6;19.4;50.4;0.0;7.1
2012-01-04;32.0;2.2;28.8;14.5;55.5;0.0;6.6
2012-01-05;32.1;1.9;29.7;13.5;57.0;0.0;6.5
2012-01-06;32.6;2.1;33.5;14.4;51.1;0.0;7.4
2012-01-07;31.6;2.7;32.5;18.9;55.1;0.0;7.5
2012-01-08;30.3;1.9;35.3;16.0;60.9;0.0;7.0
2012-01-09;26.3;1.5;36.8;20.5;58.2;0.0;6.5
2012-01-10;30.2;1.5;37.8;20.8;53.2;0.0;7.3
2012-01-11;24.9;2.4;36.0;20.0;55.3;0.0;6.9
2012-01-12;10.4;2.0;26.0;18.7;81.3;0.9;2.7
2012-01-13;22.7;3.3;28.8;16.1;67.4;1.3;5.4
2012-01-14;26.2;2.4;27.8;14.0;64.2;0.0;5.5
2012-01-15;27.2;1.2;28.8;14.5;64.2;0.0;5.3
2012-01-16;31.6;1.2;32.4;15.5;54.1;0.0;6.4
2012-01-17;32.0;1.5;33.6;15.7;46.9;0.0;6.9
2012-01-18;27.5;1.7;34.7;17.7;56.7;0.0;6.5
2012-01-19;28.7;1.4;36.0;18.8;53.5;0.0;6.7
2012-01-20;22.8;1.4;36.5;19.5;59.9;3.6;5.7
2012-01-21;25.8;1.3;35.4;18.6;60.9;5.7;6.0
2012-01-22;27.4;1.3;35.1;20.7;60.5;0.3;6.3
2012-01-23;28.3;1.3;36.7;21.0;60.4;0.0;6.6
2012-01-24;14.6;1.9;31.2;20.8;70.6;1.3;4.0
